#怪物ID,资源编号,触发脚本,攻击AI,显示名,技能类型,技能资源,目标特效,等级,目标特效,视野范围,获得经验,获得内功,血量,魔量,最小物防,最大物防,最小法防,最大法防,最小物攻,最大物攻,最小法攻,最大法攻,闪避,命中,移动最小时间间隔（无效）,移动最大时间间隔,移动距离,攻击间隔时间,头像,喊话间隔,子类型,掉落组ID,巡逻范围,追击范围,是否可以被撞,切换目标ai类型,切换目标间隔,伤害系数,距离仇仇恨系数,编辑器目录,类型,怪物组别,传送点id,默认AI,巡逻速度,尸体消失时间,刷新时间,方向固定,暴击率,抗暴击,物理攻击减免,魔法减免,回血速度,是否显示刷新公告,是否显示掉落公告,BOSS积分,功能ID,属性(id;val;id;val.../没有填0),默认对话,是否会喊话,随机喊话,简单掉落ID,武器形象,翅膀形象,称号形象,采集时间,是否显示怪物归属,死亡是否显示墓碑,禁止变形,内观缩放,内观X,内观Y
#id,model,script,AI,name,effect_type,effect_res,target_effect,lev,zslevel,sight,exp,inside_power_exp,MHP,mp,MinDEF,MaxDEF,MinMDEF,MaxMDEF,MinATK,MaxATK,MinMATK,MaxMATK,DODGE,HIT,minStayTime,maxStayTime,moveTime,interval,head_icon,talkgap,subType,dropID,patrol,maxmove,canPush,switch_target_type,switch_target_interval,hatred_damage_ratio,hatred_distance_ratio,editdir,type,monGroup,teleportID,defaultAI,patrolTime,deadTime,refreshTime,dirFixed,CRIRate,DUCrate,ADTR,MR,HPup,isShowRefresh,isS,bossIntegral,funcid,attr,dialog,canSpeak,randomDialog,simpleDropID,weapon,wing,title,collectTime,noShowOwner,showTomb,forbidShape,showScale,showX,showY
#int,int,string,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,bool,int,int,int,int,string,int,int,int,string,int,int,int,int,int,int,int,int,int,bool,bool,int,string,string,string,bool,string[],int,int,int,int,int,bool,bool,int,int,int,int
#新手怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006001,41064,default,0,雕像(皇城争霸中),0,0,0,9999,0,0,0,0,300000000,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,4002,0,0,0,1,0,0,0,0,沙城,4,0,0,default,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
11006002,41064,default,0,雕像(未开战),0,0,0,9999,0,0,0,0,2100000000,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,4002,0,0,0,1,0,0,0,0,沙城无敌,4,0,0,default,0,1000,0,0,0,0,10000,10000,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
11006003,41063,default,0,降临点,0,0,0,100,0,0,0,0,5564000,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,4002,0,0,0,1,0,0,0,0,boss死亡无敌,4,0,0,neutral,0,1000,0,0,0,0,10000,10000,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
11006004,41065,default,50001,跨服宝箱,0,0,0,65,0,10,1190,0,1000000000,0,0,0,0,0,0,0,0,0,15,17,0,0,1,0,0,0,4005,0,0,0,1,0,0,0,0,跨服宝箱,4,0,0,collection,20000,0,0,5,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,5000,0,0,1,100,0,0
11006005,41065,default,50001,帮会宝箱,0,0,0,65,0,10,1190,0,1000000000,0,0,0,0,0,0,0,0,0,15,17,0,0,1,0,0,0,4005,0,0,0,1,0,0,0,0,帮会宝箱,4,0,0,collection,20000,0,0,5,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,6000,0,0,1,100,0,0
11006006,32111,default,50001,福利BOSS,0,0,0,999,0,3,500000,0,300,0,0,0,0,0,60,120,60,120,15,17,0,0,1,1500,0,0,4002,53018,3,3,1,0,0,0,0,特殊福利,4,0,0,default,40000,1000,3600000,0,0,0,10000,10000,0,0,0,0,0,0,default,0,default,0,0,0,4003000,0,0,0,1,100,0,0
11006007,32112,default,50001,福利BOSS,0,0,0,999,0,3,800000,0,600,0,0,0,0,0,70,140,70,140,15,17,0,0,1,1500,0,0,4002,53019,3,3,1,0,0,0,0,特殊福利,4,0,0,default,40000,1000,3600000,0,0,0,10000,10000,0,0,0,0,0,0,default,0,default,0,0,0,4003000,0,0,0,1,100,0,0
11006008,32112,neutral,50001,新春年兽,0,0,0,999,0,3,800000,0,8888888888,0,0,0,0,0,70,140,70,140,15,17,0,0,1,1500,0,0,4002,53019,20,3,1,0,0,0,0,研发大大,4,0,0,default,40000,1000,3600000,0,0,0,10000,10000,0,0,0,0,0,0,default,0,default,0,0,0,4004200,0,0,0,1,100,0,0
11006009,30088,neutral,50001,虎年大吉,0,0,0,999,0,3,800000,0,8888888888,0,0,0,0,0,70,140,70,140,15,17,0,0,1,1500,0,0,4002,53019,20,3,1,0,0,0,0,研发大大,4,0,0,default,40000,1000,3600000,0,0,0,10000,10000,0,0,0,0,0,0,default,0,default,0,0,0,4004300,0,0,0,1,100,0,0
#新手怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000110,32113,default,50001,砍一只升一级,0,0,0,100,0,3,20000,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,3,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1000111,32205,default,50001,砍一只升一级,0,0,0,100,0,3,20000,0,5000,0,0,0,0,0,60,120,60,120,15,17,0,0,1,1500,0,0,4002,10001;43001,3,3,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1000112,33050,default,50001,砍一只升一级,0,0,0,100,0,3,20000,0,5000,0,0,0,0,0,70,140,70,140,15,17,0,0,1,1500,0,0,4002,10001;43001,3,3,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
#挑战怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000400,33001,default,50001,【凡级】黄天狂血猬狶,0,0,0,400,0,2,200000,0,1000000,0,2000,4000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,20001;30001,3,3,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000401,32201,default,50001,【凡级】青天魂祭狼玃,0,0,0,400,0,2,200000,0,1000000,0,2500,4500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,20001;30001,3,3,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000500,31567,default,50001,【超凡】橙天摄魂独猀,0,0,0,500,0,2,300000,0,4000000,0,4800,8000,0,0,22400,44800,26880,44800,15,17,0,0,1,1500,0,0,4002,20001;30002,3,3,1,0,0,0,0,新手海岛,6,0,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000501,32102,default,50001,【超凡】赤天驱迫猪猐,0,0,0,500,0,2,300000,0,4000000,0,4875,8125,0,0,22400,44800,26880,44800,15,17,0,0,1,1500,0,0,4002,20001;30002,3,3,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000600,32004,default,50001,【玄级】紫天破天狐猊,0,0,0,600,0,2,800000,0,10000000,0,9750,16250,0,0,41600,83200,49920,83200,15,17,0,0,1,1500,0,0,4002,20001;30003,3,8,1,0,0,0,0,野外BOSS,4,1,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10010,0,0,0,0,0,0,0,100,0,0
1000601,32003,default,50001,【玄级】红天开天狮獶,0,0,0,600,0,2,800000,0,10000000,0,9825,16375,0,0,41600,83200,49920,83200,15,17,0,0,1,1500,0,0,4002,20001;30003,3,8,1,0,0,0,0,野外BOSS,4,2,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10010,0,0,0,0,0,0,0,100,0,0
1000700,32007,default,50001,【地级】犸灵星战灵,0,0,0,700,0,2,1000000,0,15000000,0,16200,27000,0,0,64800,129600,77760,129600,15,17,0,0,1,1500,0,0,4002,20002;30004;20005,3,8,1,0,0,0,0,野外BOSS,4,3,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000701,32005,default,50001,【地级】犸灵星兵魂,0,0,0,700,0,2,1000000,0,15000000,0,16275,27125,0,0,64800,129600,77760,129600,15,17,0,0,1,1500,0,0,4002,20002;30004;20005,3,8,1,0,0,0,0,野外BOSS,4,4,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000800,32009,default,50001,【天级】犸灵星兽骸,0,0,0,800,0,2,1200000,0,25000000,0,26250,43750,0,0,100000,200000,120000,200000,15,17,0,0,1,1500,0,0,4002,20002;30005;20005,3,8,1,0,0,0,0,野外BOSS,4,5,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,0,100,0,0
1000801,32103,default,50001,【天级】犸灵星统领,0,0,0,800,0,2,1200000,0,25000000,0,26325,43875,0,0,100000,200000,120000,200000,15,17,0,0,1,1500,0,0,4002,20002;30005;20005,3,8,1,0,0,0,0,野外BOSS,4,6,0,default,40000,1000,20000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10020,0,0,0,0,0,0,0,100,0,0
1000900,32105,default,50001,【妖王】邪恶夜妖,0,0,0,900,0,2,1500000,0,88000000,0,38400,64000,0,0,140800,281600,168960,281600,15,17,0,0,1,1500,0,0,4002,20002;30006,3,8,1,0,0,0,0,野外BOSS,4,9,0,default,40000,1000,60000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10020,0,0,0,0,0,0,0,100,0,0
1000901,32302,default,50001,【妖王】摄魂使者,0,0,0,900,0,3,1500000,0,88000000,0,38400,64000,0,0,140800,281600,168960,281600,15,17,0,0,1,1500,0,0,4002,20002;30006,3,8,1,0,0,0,0,野外BOSS,4,7,0,default,40000,1000,60000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10030,0,0,0,0,0,0,0,100,0,0
1001000,32107,default,50001,【妖帝】魂祭龙卫,0,0,0,1000,0,3,2000000,0,200000000,0,55350,92250,0,0,177120,354240,236160,393600,15,17,0,0,1,1500,0,0,4002,20002;30007,3,8,1,0,0,0,0,野外BOSS,4,8,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10030,0,0,0,0,0,0,0,100,0,0
1001001,33042,default,50001,【妖帝】毁灭∵教主,0,0,0,1000,0,3,2000000,0,200000000,0,55350,92250,0,0,177120,354240,236160,393600,15,17,0,0,1,1500,0,0,4002,20002;30007,3,8,1,0,0,0,0,野外BOSS,4,9,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10030,0,0,0,0,0,0,0,100,0,0
1001100,32200,default,50001,【妖皇】破婪∏尊者,0,0,0,1100,0,3,4000000,0,300000000,0,75000,125000,0,0,234000,468000,312000,520000,15,17,0,0,1,1500,0,0,4002,20002;30008,3,8,1,0,0,0,0,野外BOSS,4,10,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,0,100,0,0
1001101,33006,default,50001,【妖皇】极恶⊙囚徒,0,0,0,1100,0,3,4000000,0,300000000,0,75000,125000,0,0,234000,468000,312000,520000,15,17,0,0,1,1500,0,0,4002,20002;30008,3,8,1,0,0,0,0,野外BOSS,4,11,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,0,100,0,0
1001200,33036,default,50001,【妖尊】蠛蠓魂之王,0,0,0,1200,0,3,5000000,0,400000000,0,91500,152500,0,0,307440,614880,409920,683200,15,17,0,0,1,1500,0,0,4002,20002;30009,3,8,1,0,0,0,0,野外BOSS,4,12,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,0,100,0,0
1001201,33060,default,50001,【妖尊】虬翀魂无极,0,0,0,1200,0,3,5000000,0,400000000,0,91500,152500,0,0,307440,614880,409920,683200,15,17,0,0,1,1500,0,0,4002,20002;30009,3,8,1,0,0,0,0,野外BOSS,4,13,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,0,100,0,0
1001300,33044,default,50001,【魔王】绝影毁灭犱,0,0,0,1300,0,3,7940000,0,500000000,0,108000,180000,0,0,388800,777600,518400,864000,15,17,0,0,1,1500,0,0,4002,20003;30010,3,8,1,0,0,0,0,野外BOSS,4,14,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,0,100,0,0
1001301,33053,default,50001,【魔王】遮天蔽日犰,0,0,0,1300,0,3,7940000,0,500000000,0,108000,180000,0,0,388800,777600,518400,864000,15,17,0,0,1,1500,0,0,4002,20003;30010,3,8,1,0,0,0,0,野外BOSS,4,15,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,0,100,0,0
1001400,33056,default,50001,【魔帝】罪恶蛊毒犲,0,0,0,1400,0,3,9460000,0,600000000,0,127500,212500,0,0,489600,979200,652800,1088000,15,17,0,0,1,1500,0,0,4002,20003;30011,3,8,1,0,0,0,0,野外BOSS,4,16,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,0,100,0,0
1001401,33052,default,50001,【魔帝】蛮荒の魍魉,0,0,0,1400,0,3,9460000,0,600000000,0,127500,212500,0,0,489600,979200,652800,1088000,15,17,0,0,1,1500,0,0,4002,20003;30011,3,8,1,0,0,0,0,野外BOSS,4,17,0,default,40000,1000,600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10060,0,0,0,0,0,0,0,100,0,0
1001500,33063,default,50001,【魔皇】虬翀魂无极,0,0,0,1500,0,3,11000000,0,700000000,0,147000,245000,0,0,599760,1199520,799680,1332800,15,17,0,0,1,1500,0,0,4002,20003;30012,3,8,1,0,0,0,0,野外BOSS,4,18,0,default,40000,1000,900000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10060,0,0,0,0,0,0,0,100,0,0
1001501,33055,default,50001,【魔皇】瓶中怪の囚牛,0,0,0,1500,0,3,11000000,0,700000000,0,147000,245000,0,0,599760,1199520,799680,1332800,15,17,0,0,1,1500,0,0,4002,20003;30012,3,8,1,0,0,0,0,野外BOSS,4,19,0,default,40000,1000,900000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,0,100,0,0
1001600,33064,default,50001,【魔尊】净月妖の睚眦,0,0,0,1600,0,3,17680000,0,800000000,0,169500,282500,0,0,732240,1464480,976320,1627200,15,17,0,0,1,1500,0,0,4002,20003;30013,3,8,1,0,0,0,0,野外BOSS,4,20,0,default,40000,1000,900000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,0,100,0,0
1001601,33071,default,50001,【魔尊】不死の嘲风,0,0,0,1600,0,3,17680000,0,800000000,0,169500,282500,0,0,732240,1464480,976320,1627200,15,17,0,0,1,1500,0,0,4002,20003;30013,3,8,1,0,0,0,0,野外BOSS,4,21,0,default,40000,1000,900000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,0,100,0,0
1001700,33070,default,50001,【主宰】白眼の蒲牢,0,0,0,1700,0,5,21170000,0,1000000000,0,192000,320000,0,0,875520,1751040,1167360,1945600,15,17,0,0,1,1500,0,0,4002,20003;30014,3,8,1,0,0,0,0,野外BOSS,4,22,0,default,40000,1000,900000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10080,0,0,0,0,0,0,0,100,0,0
1001701,33073,default,50001,【主宰】天仙境狻猊,0,0,0,1700,0,5,21170000,0,1000000000,0,192000,320000,0,0,875520,1751040,1167360,1945600,15,17,0,0,1,1500,0,0,4002,20003;30014,3,8,1,0,0,0,0,野外BOSS,4,23,0,default,40000,1000,900000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,0,100,0,0
1002500,33097,default,50001,【鸿蒙】玄仙境赑屃,0,0,0,1800,0,5,24720000,0,1200000000,0,217500,362500,0,0,1044000,2088000,1392000,2320000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,24,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,0,100,0,0
1002600,33062,default,50001,【鸿蒙】太乙金仙狴犴,0,0,0,1800,0,5,25345000,0,1250000000,0,219000,365000,0,0,1080000,2160000,1440000,2400000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,25,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,0,100,0,0
1002700,33017,default,50001,【鸿蒙】大罗金仙负屃,0,0,0,1800,0,5,25970000,0,1300000000,0,220500,367500,0,0,1116000,2232000,1488000,2480000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,26,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,0,100,0,0
1002800,33045,default,50001,【鸿蒙】混沌太极穷奇,0,0,0,1800,0,5,26595000,0,1350000000,0,222000,370000,0,0,1152000,2304000,1536000,2560000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,27,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10100,0,0,0,0,0,0,0,100,0,0
1002900,33061,default,50001,【鸿蒙】九灭圣尊混沌,0,0,0,1800,0,5,27220000,0,1400000000,0,223500,372500,0,0,1188000,2376000,1584000,2640000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,28,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10100,0,0,0,0,0,0,0,100,0,0
1003500,33003,default,50001,【上古】千足の魑魅,0,0,0,3000,0,5,45750000,0,1500000000,0,243000,405000,0,0,1224720,2449440,1632960,2721600,15,17,0,0,1,1500,0,0,4002,20004;30016,3,8,1,0,0,0,0,野外BOSS,4,29,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10100,0,0,0,0,0,0,0,100,0,0
1003600,33019,default,50001,【上古】玄天の帝尊梼杌,0,0,0,3000,0,9,46375000,0,1550000000,0,244500,407500,0,0,1228500,2457000,1638000,2730000,15,17,0,0,1,1500,0,0,4002,20004;30016,3,8,1,0,0,0,0,野外BOSS,4,30,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1003700,32006,default,50001,【上古】君天至尊饕餮,0,0,0,3000,0,9,47000000,0,1600000000,0,246000,410000,0,0,1233000,2466000,1644000,2740000,15,17,0,0,1,1500,0,0,4002,20004;30016,3,8,1,0,0,0,0,野外BOSS,4,31,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1003800,33016,default,50001,【远古】君天至尊鬼魅,0,0,0,3800,0,9,65820000,0,1800000000,0,271500,452500,0,0,1433520,2867040,1911360,3185600,15,17,0,0,1,1500,0,0,4002,20004;30017,3,8,1,0,0,0,0,野外BOSS,4,32,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1003900,33037,default,50001,【远古】玄天极恶狡?,0,0,0,3800,0,9,66445000,0,1850000000,0,273000,455000,0,0,1435500,2871000,1914000,3190000,15,17,0,0,1,1500,0,0,4002,20004;30017,3,8,1,0,0,0,0,野外BOSS,4,33,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1004000,32001,default,50001,【远古】狂血猬狶,0,0,0,3800,0,9,67070000,0,1900000000,0,274500,457500,0,0,1440000,2880000,1920000,3200000,15,17,0,0,1,1500,0,0,4002,20004;30017,3,8,1,0,0,0,0,野外BOSS,4,34,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1004500,33004,default,50001,【太古】魂祭狼玃,0,0,0,4500,0,9,85750000,0,2000000000,0,300000,500000,0,0,1656000,3312000,2208000,3680000,15,17,0,0,1,1500,0,0,4002,20004;30018,3,8,1,0,0,0,0,野外BOSS,4,35,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1004600,32204,default,50001,【太古】摄魂独猀,0,0,0,4500,0,9,87000000,0,2100000000,0,315000,525000,0,0,1665000,3330000,2220000,3700000,15,17,0,0,1,1500,0,0,4002,20004;30018,3,8,1,0,0,0,0,野外BOSS,4,36,0,default,40000,1000,2400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10120,0,0,0,0,0,0,0,100,0,0
1004700,32002,default,50001,【太古】驱迫猪猐,0,0,0,4500,0,9,88250000,0,2200000000,0,330000,550000,0,0,1674000,3348000,2232000,3720000,15,17,0,0,1,1500,0,0,4002,20004;30018,3,8,1,0,0,0,0,野外BOSS,4,37,0,default,40000,1000,2400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10120,0,0,0,0,0,0,0,100,0,0
#赞助8-9-10三个档位的BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013500,33003,default,50001,【上古】千足の魑魅,0,0,0,3000,0,5,45750000,0,1500000000,0,243000,405000,0,0,1224720,2449440,1632960,2721600,15,17,0,0,1,1500,0,0,4002,20003;30013,3,8,1,0,0,0,0,野外BOSS,4,29,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10100,0,0,0,0,0,0,0,100,0,0
1013600,33019,default,50001,【上古】玄天の帝尊梼杌,0,0,0,3000,0,9,46375000,0,1550000000,0,244500,407500,0,0,1228500,2457000,1638000,2730000,15,17,0,0,1,1500,0,0,4002,20003;30013,3,8,1,0,0,0,0,野外BOSS,4,30,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1013700,32006,default,50001,【上古】君天至尊饕餮,0,0,0,3000,0,9,47000000,0,1600000000,0,246000,410000,0,0,1233000,2466000,1644000,2740000,15,17,0,0,1,1500,0,0,4002,20003;30014,3,8,1,0,0,0,0,野外BOSS,4,31,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1013800,33016,default,50001,【远古】君天至尊鬼魅,0,0,0,3800,0,9,65820000,0,1800000000,0,271500,452500,0,0,1433520,2867040,1911360,3185600,15,17,0,0,1,1500,0,0,4002,20003;30014,3,8,1,0,0,0,0,野外BOSS,4,32,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1013900,33037,default,50001,【远古】玄天极恶狡?,0,0,0,3800,0,9,66445000,0,1850000000,0,273000,455000,0,0,1435500,2871000,1914000,3190000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,33,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1014000,32001,default,50001,【远古】狂血猬狶,0,0,0,3800,0,9,67070000,0,1900000000,0,274500,457500,0,0,1440000,2880000,1920000,3200000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,34,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1014500,33004,default,50001,【太古】魂祭狼玃,0,0,0,4500,0,9,85750000,0,2000000000,0,300000,500000,0,0,1656000,3312000,2208000,3680000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,35,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10110,0,0,0,0,0,0,0,100,0,0
1014600,32204,default,50001,【太古】摄魂独猀,0,0,0,4500,0,9,87000000,0,2100000000,0,315000,525000,0,0,1665000,3330000,2220000,3700000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,36,0,default,40000,1000,2400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10120,0,0,0,0,0,0,0,100,0,0
1014700,32002,default,50001,【太古】驱迫猪猐,0,0,0,4500,0,9,88250000,0,2200000000,0,330000,550000,0,0,1674000,3348000,2232000,3720000,15,17,0,0,1,1500,0,0,4002,20004;30015,3,8,1,0,0,0,0,野外BOSS,4,37,0,default,40000,1000,2400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10120,0,0,0,0,0,0,0,100,0,0
#超级BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000201,32002,default,50001,九九天尊一世,0,0,0,9999,0,4,6000000,0,450000000,0,55350,92250,0,0,10000,10000,10000,10000,15,17,0,0,1,1500,0,0,4002,20002;52001,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11020,0,0,4002900,0,0,0,1,200,0,-150
1000202,32003,default,50001,九九天尊二世,0,0,0,9999,0,4,12000000,0,900000000,0,91500,152500,0,0,12000,12000,12000,12000,15,17,0,0,1,1500,0,0,4002,20002;52002,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11021,0,0,4002900,0,0,0,1,200,0,-150
1000203,32004,default,50001,九九天尊三世,0,0,0,9999,0,4,18000000,0,1350000000,0,127500,212500,0,0,14000,14000,14000,14000,15,17,0,0,1,1500,0,0,4002,20003;52003,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11022,0,0,4002900,0,0,0,1,200,0,-150
1000204,32100,default,50001,九九天尊四世,0,0,0,9999,0,5,24000000,0,1800000000,0,169500,282500,0,0,16000,16000,16000,16000,15,17,0,0,1,1500,0,0,4002,20003;52004,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11023,0,0,4002900,0,0,0,1,200,0,-150
